latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
51.21265,9.226619,243.0,7200,Europe/Berlin,GMT+2

time,snowfall_sum (cm),precipitation_sum (mm),weather_code (wmo code),precipitation_hours (h),cloud_cover_mean (%),et0_fao_evapotranspiration (mm),soil_moisture_0_to_100cm_mean (m³/m³),wind_speed_10m_mean (km/h),shortwave_radiation_sum (MJ/m²),soil_temperature_0_to_100cm_mean (°C),sunshine_duration (s),temperature_2m_max (°C),temperature_2m_min (°C),relative_humidity_2m_mean (%),temperature_2m_mean (°C)
2014-06-04,0.00,1.40,53,5.0,62,3.62,0.343,8.4,21.78,13.1,39653.95,20.4,9.4,80,15.3
2014-06-05,0.00,3.40,53,10.0,53,3.41,0.343,16.3,21.55,13.1,50400.47,16.0,9.9,70,13.2
2014-06-06,0.00,0.00,0,0.0,2,4.91,0.340,6.8,28.68,13.1,53745.79,22.1,8.3,62,16.0
2014-06-07,0.00,0.00,3,0.0,38,5.35,0.335,8.1,26.56,13.8,46270.90,26.9,12.4,61,20.5
2014-06-08,0.00,1.00,53,2.0,25,5.06,0.331,7.9,24.21,14.7,53827.79,29.8,15.9,67,23.0
2014-06-09,0.00,0.20,51,1.0,32,5.12,0.328,7.4,25.55,15.6,46800.00,30.7,16.7,76,23.2
2014-06-10,0.00,9.30,63,5.0,68,4.43,0.326,8.0,21.96,16.1,37088.70,30.2,17.3,78,22.6
2014-06-11,0.00,2.10,53,5.0,67,2.97,0.326,9.6,16.14,16.2,35163.39,23.0,16.4,85,19.4
2014-06-12,0.00,0.00,3,0.0,43,4.30,0.323,7.9,24.26,16.1,53938.21,21.4,13.8,69,17.7
2014-06-13,0.00,0.00,3,0.0,38,3.46,0.320,11.9,18.40,15.8,44959.27,19.4,10.8,71,15.9
2014-06-14,0.00,1.10,51,6.0,60,3.26,0.317,11.8,18.60,15.5,48724.77,16.8,11.2,69,14.3
2014-06-15,0.00,0.10,51,1.0,71,2.89,0.316,8.5,16.44,15.2,28940.53,18.1,10.6,75,14.6
2014-06-16,0.00,0.20,51,1.0,90,2.52,0.313,11.7,14.07,15.0,22713.16,16.7,10.6,77,13.9
2014-06-17,0.00,0.30,51,2.0,92,2.56,0.312,7.5,13.67,14.9,20930.26,18.3,11.4,73,14.9
2014-06-18,0.00,0.00,2,0.0,54,3.90,0.309,10.6,22.52,15.0,53689.96,19.7,11.5,73,15.8
2014-06-19,0.00,0.00,3,0.0,84,2.21,0.307,15.1,10.09,14.9,11546.68,17.3,11.4,78,14.2
2014-06-20,0.00,0.30,51,2.0,79,3.01,0.305,17.5,16.38,14.6,38242.54,16.6,11.0,72,13.4
2014-06-21,0.00,0.30,51,2.0,78,2.71,0.303,13.3,14.39,14.4,33187.46,16.7,9.6,72,13.5
2014-06-22,0.00,0.10,51,1.0,51,3.21,0.302,12.7,17.51,14.4,48534.07,17.7,11.2,70,14.6
2014-06-23,0.00,0.00,3,0.0,57,2.72,0.300,8.4,15.12,14.3,33327.40,17.9,8.3,70,13.7
2014-06-24,0.00,1.80,61,4.0,46,3.78,0.298,7.9,22.67,14.4,49625.80,19.6,9.3,76,14.8
2014-06-25,0.00,5.40,61,13.0,60,3.31,0.298,10.8,21.31,14.3,47345.75,16.6,10.2,74,13.0
2014-06-26,0.00,2.10,53,8.0,65,3.10,0.297,4.9,19.50,14.1,46800.00,17.7,8.4,77,13.4
2014-06-27,0.00,0.70,51,2.0,77,4.09,0.296,8.2,21.98,14.4,47264.43,22.3,10.1,67,16.8
2014-06-28,0.00,9.40,61,15.0,98,2.29,0.295,7.3,12.82,14.6,15046.48,19.5,12.9,83,16.2
2014-06-29,0.00,10.20,63,17.0,94,1.95,0.302,8.6,10.68,14.5,13368.10,16.5,13.1,84,14.7
2014-06-30,0.00,1.80,51,7.0,62,2.98,0.302,11.0,19.13,14.4,51117.11,16.8,11.3,80,13.9
2014-07-01,0.00,0.00,2,0.0,31,3.74,0.301,7.8,22.83,14.3,54000.00,18.2,7.9,72,13.5
2014-07-02,0.00,0.00,3,0.0,32,3.70,0.299,7.5,20.78,14.4,49761.02,20.2,8.1,66,14.7
2014-07-03,0.00,0.00,3,0.0,48,5.15,0.295,7.1,28.23,14.7,54005.89,24.6,11.8,60,18.6
2014-07-04,0.00,0.10,51,1.0,36,5.54,0.292,6.3,27.72,15.3,49151.58,27.7,13.4,56,21.8
2014-07-05,0.00,2.90,61,3.0,68,4.27,0.289,11.3,21.72,16.0,41553.68,24.5,16.2,71,20.4
2014-07-06,0.00,0.00,3,0.0,59,4.70,0.287,13.7,21.95,16.4,52163.69,26.9,16.8,69,21.9
2014-07-07,0.00,3.00,61,4.0,98,4.28,0.287,9.0,22.55,16.7,38261.31,22.3,14.8,68,19.1
2014-07-08,0.00,17.40,61,21.0,99,0.95,0.295,9.2,4.15,16.5,0.00,19.3,14.7,92,17.0
2014-07-09,0.00,20.70,63,16.0,100,0.66,0.319,13.4,2.90,15.8,0.00,14.2,11.3,95,12.8
2014-07-10,0.00,5.40,63,6.0,65,2.77,0.329,8.7,15.65,15.7,25510.31,23.6,13.0,87,17.4
2014-07-11,0.00,0.60,51,3.0,71,3.79,0.332,9.5,21.18,16.3,46845.67,24.7,15.5,84,19.5
2014-07-12,0.00,0.00,3,0.0,44,4.25,0.330,7.7,24.39,16.5,53803.92,21.2,14.4,69,17.9
2014-07-13,0.00,8.40,63,10.0,72,2.77,0.330,7.8,16.75,16.3,52438.02,19.9,12.6,83,16.6
2014-07-14,0.00,2.00,51,11.0,74,2.54,0.334,10.8,13.80,16.4,31819.05,21.5,15.2,86,18.0
2014-07-15,0.00,0.30,51,2.0,58,3.55,0.333,10.2,18.89,16.5,44833.67,22.2,12.3,77,18.0
2014-07-16,0.00,0.40,51,4.0,50,3.81,0.330,3.7,21.00,16.7,52107.00,23.2,14.7,78,19.2
2014-07-17,0.00,0.00,2,0.0,22,4.44,0.328,3.9,23.12,17.1,53239.41,26.5,14.7,69,21.2
2014-07-18,0.00,0.00,2,0.0,23,5.29,0.324,8.0,25.69,17.6,53115.56,28.6,16.6,64,23.0
2014-07-19,0.00,0.00,3,0.0,12,6.06,0.320,10.1,27.49,18.1,52988.41,30.0,16.8,61,24.0
2014-07-20,0.00,1.60,53,4.0,93,4.33,0.316,8.0,19.08,18.5,44061.30,28.1,18.5,66,23.6
2014-07-21,0.00,23.30,63,21.0,99,1.56,0.326,8.1,7.40,18.4,2907.09,22.5,17.8,89,19.8
2014-07-22,0.00,0.00,3,0.0,75,3.63,0.333,12.8,18.49,18.4,50928.69,24.2,17.5,78,20.9
2014-07-23,0.00,0.00,3,0.0,41,4.65,0.330,11.1,23.04,18.5,50322.34,25.2,17.3,69,21.3
2014-07-24,0.00,2.00,55,4.0,28,4.33,0.328,12.2,22.66,18.5,52308.07,23.8,15.8,69,19.4
2014-07-25,0.00,2.10,53,11.0,91,2.53,0.326,7.6,13.19,18.3,22826.35,21.8,15.0,83,18.3
2014-07-26,0.00,4.10,61,6.0,96,3.17,0.325,3.6,16.81,18.3,33059.24,24.4,14.2,83,19.2
2014-07-27,0.00,0.20,51,1.0,50,4.24,0.324,6.2,22.15,18.5,50149.33,25.3,14.7,76,20.5
2014-07-28,0.00,2.70,61,6.0,42,4.07,0.321,8.5,21.48,18.7,49976.85,26.3,15.8,78,21.1
2014-07-29,0.00,4.00,55,8.0,89,3.27,0.321,9.1,17.58,18.9,44183.12,24.4,18.1,83,21.0
2014-07-30,0.00,9.40,61,15.0,79,2.39,0.330,12.7,12.57,18.8,28309.76,21.8,17.0,86,19.2
2014-07-31,0.00,0.00,3,0.0,35,4.25,0.330,6.7,23.72,18.6,48842.31,23.9,14.3,71,19.0
2014-08-01,0.00,0.00,3,0.0,79,3.96,0.326,8.3,19.65,18.6,48321.09,25.1,15.0,68,20.4
2014-08-02,0.00,0.00,3,0.0,79,4.02,0.323,8.5,19.80,18.7,43785.21,26.2,15.2,69,20.9
2014-08-03,0.00,2.30,61,3.0,85,3.28,0.321,5.4,17.76,18.8,37398.36,24.7,15.8,83,20.2
2014-08-04,0.00,7.10,63,9.0,73,2.89,0.323,6.4,15.99,18.8,47174.32,22.7,15.4,83,18.9
2014-08-05,0.00,4.30,55,8.0,66,2.25,0.325,7.8,11.94,18.4,27179.64,20.8,15.5,77,17.4
2014-08-06,0.00,0.00,3,0.0,53,3.49,0.323,6.9,18.53,18.1,49274.69,22.5,14.2,69,18.5
2014-08-07,0.00,7.00,61,10.0,81,2.92,0.322,4.6,16.23,18.1,41597.09,22.0,15.3,78,18.3
2014-08-08,0.00,0.20,51,2.0,54,4.17,0.321,7.5,21.34,18.1,37699.67,25.4,13.7,74,19.6
2014-08-09,0.00,0.40,51,2.0,84,3.78,0.319,15.6,18.68,18.4,37861.27,22.6,16.3,69,19.9
2014-08-10,0.00,7.50,61,13.0,89,2.96,0.321,15.2,15.27,18.2,31793.69,25.3,14.8,82,19.2
2014-08-11,0.00,0.20,51,1.0,39,3.75,0.325,15.9,19.85,18.0,47771.18,19.5,13.3,66,16.9
2014-08-12,0.00,0.10,51,1.0,36,3.88,0.322,15.2,20.01,17.7,47322.09,19.4,13.3,62,16.3
2014-08-13,0.00,8.50,55,9.0,82,2.59,0.321,8.7,14.14,17.5,27737.02,20.8,12.8,78,16.1
2014-08-14,0.00,3.40,61,5.0,47,3.13,0.327,12.4,18.76,17.2,47197.98,19.2,12.0,77,15.5
2014-08-15,0.00,8.00,63,9.0,95,1.75,0.328,7.4,10.51,16.9,22677.56,17.0,12.2,86,14.1
2014-08-16,0.00,1.10,51,7.0,79,2.31,0.331,14.2,14.19,16.6,36754.22,17.2,11.9,83,14.3
2014-08-17,0.00,0.60,53,2.0,84,2.92,0.330,20.5,12.84,16.4,31888.91,18.1,12.3,71,15.2
2014-08-18,0.00,2.40,53,11.0,56,3.34,0.329,21.0,16.97,16.3,44321.77,17.0,12.7,69,14.8
2014-08-19,0.00,2.40,55,4.0,74,2.30,0.328,14.6,12.88,16.0,30751.38,16.8,10.6,77,13.1
2014-08-20,0.00,0.30,51,2.0,41,2.82,0.326,12.4,17.47,15.6,46800.00,16.2,8.1,73,12.1
2014-08-21,0.00,0.10,51,1.0,54,2.65,0.325,8.9,15.99,15.3,41532.62,16.7,8.1,73,12.4
2014-08-22,0.00,0.90,51,4.0,80,3.01,0.323,14.1,15.48,15.2,37300.47,17.8,9.5,68,13.8
2014-08-23,0.00,1.70,51,8.0,77,2.50,0.321,9.7,14.84,15.3,35140.61,16.7,11.5,76,13.7
2014-08-24,0.00,0.10,51,1.0,35,2.68,0.320,12.4,16.54,15.0,46407.79,15.8,8.3,72,12.0
2014-08-25,0.00,6.30,61,8.0,80,1.83,0.320,6.2,11.73,14.6,33193.54,16.7,7.2,87,11.9
2014-08-26,0.00,19.90,61,24.0,100,0.66,0.335,6.6,2.99,14.5,0.00,13.7,11.9,94,12.6
2014-08-27,0.00,0.00,3,0.0,52,2.87,0.345,4.9,17.28,14.6,45975.79,19.1,9.0,72,14.6
2014-08-28,0.00,0.10,51,1.0,44,2.83,0.342,9.0,16.06,14.8,43049.33,20.9,9.2,74,16.1
2014-08-29,0.00,0.10,51,1.0,82,2.74,0.341,9.6,14.62,15.3,31501.24,21.3,15.3,78,17.8
2014-08-30,0.00,5.70,61,9.0,81,1.89,0.340,11.9,10.23,15.4,31527.49,18.9,11.8,85,15.7
2014-08-31,0.00,2.50,53,8.0,82,1.83,0.345,9.7,10.88,15.4,33343.73,17.2,12.8,86,14.8
2014-09-01,0.00,1.00,51,6.0,78,2.11,0.345,11.8,11.67,15.2,34334.59,17.2,11.0,80,14.1
2014-09-02,0.00,1.50,51,6.0,92,0.87,0.345,10.5,3.98,15.1,3864.30,16.4,12.9,90,14.5
2014-09-03,0.00,0.00,3,0.0,83,1.62,0.345,12.3,8.64,15.0,11535.66,17.4,12.2,84,14.7
2014-09-04,0.00,0.00,3,0.0,76,2.15,0.344,12.8,11.86,15.3,25532.58,20.4,13.2,82,16.8
2014-09-05,0.00,2.50,61,3.0,76,2.46,0.343,6.5,14.07,15.8,35425.98,23.1,14.5,86,18.6
2014-09-06,0.00,1.00,53,2.0,50,2.65,0.344,3.9,14.69,16.1,42225.11,23.8,13.7,85,18.7
2014-09-07,0.00,1.80,51,11.0,78,1.58,0.342,6.4,9.13,16.2,20880.87,20.4,14.3,91,17.0
2014-09-08,0.00,0.30,51,2.0,42,2.33,0.342,6.0,13.04,16.2,37097.07,20.4,12.8,82,16.3
2014-09-09,0.00,0.00,3,0.0,89,1.85,0.340,8.5,9.79,15.9,27580.76,18.2,9.6,79,14.0
2014-09-10,0.00,0.50,51,2.0,94,1.66,0.338,9.9,8.50,15.8,14092.24,16.0,12.1,79,13.9
2014-09-11,0.00,4.40,53,17.0,68,1.70,0.339,11.8,11.14,15.6,34490.68,15.7,11.8,85,13.5
2014-09-12,0.00,0.00,3,0.0,76,1.66,0.338,16.1,7.65,15.3,6722.80,17.7,10.7,80,14.2
2014-09-13,0.00,0.00,3,0.0,100,0.82,0.337,12.6,3.00,15.5,0.00,16.2,14.0,87,15.2
2014-09-14,0.00,0.00,3,0.0,78,1.61,0.337,9.5,9.37,15.6,25848.46,18.9,14.4,87,16.1
2014-09-15,0.00,0.10,51,1.0,74,2.01,0.336,8.2,10.56,15.7,31968.02,21.1,12.7,83,16.8
2014-09-16,0.00,0.00,2,0.0,37,2.43,0.335,9.3,13.73,15.9,40665.22,21.9,12.6,83,17.5
2014-09-17,0.00,0.00,1,0.0,16,2.57,0.333,9.0,14.52,16.0,40518.88,22.1,12.0,81,17.3
2014-09-18,0.00,3.30,55,8.0,41,1.92,0.333,6.6,11.36,16.0,28395.18,20.8,12.2,85,16.7
2014-09-19,0.00,15.60,63,13.0,81,1.78,0.334,6.3,10.33,16.1,32115.46,21.8,13.8,90,17.4
2014-09-20,0.00,1.10,53,4.0,85,1.89,0.336,8.0,10.80,16.3,30143.38,22.5,14.0,91,17.1
2014-09-21,0.00,3.50,53,8.0,81,0.98,0.340,12.3,4.99,16.1,13791.41,15.5,11.9,91,14.5
2014-09-22,0.00,4.70,61,8.0,50,1.73,0.343,19.8,10.15,15.4,36397.37,12.4,10.0,78,11.2
2014-09-23,0.00,0.00,3,0.0,90,1.51,0.343,9.0,7.91,14.9,21451.77,13.6,8.4,73,11.1
2014-09-24,0.00,2.20,55,3.0,96,1.60,0.342,10.1,9.31,14.5,19035.37,14.9,7.7,76,11.1
2014-09-25,0.00,0.20,51,1.0,94,1.55,0.342,15.2,7.86,14.5,18259.20,15.5,10.4,82,12.6
2014-09-26,0.00,0.00,3,0.0,99,1.00,0.341,14.3,3.03,14.5,77.45,15.7,12.4,83,13.9
2014-09-27,0.00,0.00,3,0.0,58,1.52,0.341,6.6,9.44,14.7,25836.11,17.1,11.8,83,14.6
2014-09-28,0.00,0.00,3,0.0,62,1.99,0.340,8.1,12.54,14.5,35663.95,19.8,9.4,83,14.7
2014-09-29,0.00,0.90,53,2.0,93,1.91,0.338,9.3,11.07,14.8,36135.20,21.9,11.5,84,16.7
2014-09-30,0.00,1.70,53,5.0,70,1.38,0.337,7.0,7.79,15.1,26531.78,19.4,12.9,86,16.3
2014-10-01,0.00,0.40,51,3.0,56,1.55,0.337,4.6,9.26,15.0,27137.02,19.9,10.5,86,14.9
2014-10-02,0.00,0.00,3,0.0,51,1.59,0.336,4.5,9.66,14.9,27566.13,19.3,9.8,87,13.9
2014-10-03,0.00,0.00,1,0.0,10,1.98,0.334,7.2,12.40,14.8,36897.14,19.8,10.8,82,14.9
2014-10-04,0.00,0.00,0,0.0,2,2.03,0.333,9.9,12.87,14.6,36820.98,19.1,8.3,82,13.4
2014-10-05,0.00,0.00,3,0.0,92,1.48,0.332,6.9,9.44,14.5,35869.41,16.7,9.4,83,13.0
2014-10-06,0.00,0.00,3,0.0,88,1.15,0.331,10.3,6.08,14.2,19431.07,15.7,8.8,84,12.2
2014-10-07,0.00,12.30,61,17.0,92,1.01,0.335,18.9,5.95,14.2,25305.73,15.9,12.2,88,13.4
2014-10-08,0.00,5.90,61,5.0,96,0.85,0.342,16.0,4.34,14.1,5222.32,16.0,10.1,89,13.4
2014-10-09,0.00,13.40,61,21.0,94,0.63,0.352,15.6,2.51,14.4,3446.85,16.8,13.7,92,15.8
2014-10-10,0.00,0.00,3,0.0,82,1.13,0.357,10.2,7.13,14.2,22243.97,16.5,10.1,88,13.2
2014-10-11,0.00,1.70,51,7.0,78,1.12,0.360,5.3,6.91,14.2,18759.30,17.2,11.8,90,14.2
2014-10-12,0.00,2.80,61,3.0,76,1.46,0.360,8.8,9.57,14.1,35046.80,16.5,7.8,86,12.6
2014-10-13,0.00,1.40,53,5.0,90,1.17,0.361,12.5,6.88,14.3,22234.46,18.1,13.1,88,15.2
2014-10-14,0.00,0.70,51,3.0,68,1.16,0.360,9.5,8.17,14.2,32458.43,15.8,11.5,90,13.3
2014-10-15,0.00,0.00,3,0.0,73,1.35,0.359,9.4,7.88,14.0,33263.82,15.7,9.2,81,12.3
2014-10-16,0.00,9.80,55,15.0,92,0.67,0.363,9.5,4.27,13.9,10915.96,15.4,10.7,92,12.9
2014-10-17,0.00,1.10,53,4.0,76,0.77,0.365,9.3,5.26,13.8,22743.25,15.0,11.3,92,12.8
2014-10-18,0.00,0.00,3,0.0,62,1.01,0.365,12.2,6.69,13.6,18865.81,17.4,7.8,92,12.5
2014-10-19,0.00,1.50,53,3.0,28,1.44,0.364,16.7,8.95,13.9,33639.71,20.1,12.0,88,15.6
2014-10-20,0.00,0.20,51,2.0,60,1.47,0.363,17.5,6.38,14.1,30051.70,16.5,11.9,79,14.0
2014-10-21,0.00,5.20,55,10.0,79,1.03,0.363,18.8,4.42,13.7,10117.66,13.8,7.4,83,11.0
2014-10-22,0.00,8.30,55,15.0,96,0.87,0.366,28.2,1.78,12.9,2543.14,8.8,6.2,82,7.4
2014-10-23,0.00,0.00,3,0.0,83,0.91,0.367,11.0,4.49,12.5,18580.33,11.5,7.2,80,9.2
2014-10-24,0.00,0.20,51,1.0,93,0.79,0.366,11.1,3.43,12.5,6298.86,11.7,8.8,82,10.0
2014-10-25,0.00,2.40,53,4.0,97,0.41,0.366,10.4,1.89,12.3,0.00,12.2,8.1,90,9.8
2014-10-26,0.00,0.10,51,1.0,85,0.93,0.367,8.6,6.62,12.4,30012.54,14.0,9.4,88,11.5
2014-10-27,0.00,0.00,3,0.0,94,0.87,0.366,10.5,6.77,12.3,29314.60,13.6,7.3,90,10.4
